"統計期","行政區別","土地面積[平方公里]","實際編組里數[里]","戶籍登記里數[里]","實際編組鄰數[鄰]","戶籍登記鄰數[鄰]","戶數[戶]","人口數/總計[人]","人口數/男[人]","人口數/女[人]","性比例[男/百女]","戶量[人/戶]","人口密度[人/平方公里]"
"96年 8月底","大同區",5.6815,25,0,516,0,45436,126295,62760,63535,98.78,2.78,22229
"96年 8月底","萬華區",8.8522,36,0,722,0,72202,192844,97284,95560,101.80,2.67,21785
"96年 8月底","文山區",31.5090,39,0,995,0,93274,261261,127507,133754,95.33,2.80,8292
"96年 8月底","南港區",21.8424,19,0,432,0,39345,113274,56373,56901,99.07,2.88,5186
"96年 8月底","內湖區",31.5787,37,0,862,0,90517,265324,128864,136460,94.43,2.93,8402
"96年 8月底","士林區",62.3682,51,0,985,0,96860,287035,140391,146644,95.74,2.96,4602
"96年 8月底","北投區",56.8216,42,0,820,0,85612,249715,122037,127678,95.58,2.92,4395
"96年 9月底","總計",271.7997,449,0,9476,0,941991,2625359,1276455,1348904,94.63,2.79,9659
"96年 9月底","松山區",9.2878,33,0,756,0,75764,210117,99893,110224,90.63,2.77,22623
"96年 9月底","信義區",11.2077,41,0,914,0,84473,228970,111520,117450,94.95,2.71,20430
"96年 9月底","大安區",11.3614,53,0,1027,0,113550,313866,148998,164868,90.37,2.76,27626
"96年 9月底","中山區",13.6821,42,0,864,0,86702,218067,103810,114257,90.86,2.52,15938
"96年 9月底","中正區",7.6071,31,0,584,0,59657,159074,77313,81761,94.56,2.67,20911
"96年 9月底","大同區",5.6815,25,0,516,0,45374,126188,62719,63469,98.82,2.78,22210
"96年 9月底","萬華區",8.8522,36,0,722,0,72058,192733,97231,95502,101.81,2.67,21772
"96年 9月底","文山區",31.5090,39,0,994,0,93057,261258,127478,133780,95.29,2.81,8292
"96年 9月底","南港區",21.8424,19,0,432,0,39163,113406,56450,56956,99.11,2.90,5192
"96年 9月底","內湖區",31.5787,37,0,862,0,90220,265317,128808,136509,94.36,2.94,8402
"96年 9月底","士林區",62.3682,51,0,985,0,96658,286770,140269,146501,95.75,2.97,4598
"96年 9月底","北投區",56.8216,42,0,820,0,85315,249593,121966,127627,95.56,2.93,4393
"96年 10月底","總計",271.7997,449,0,9486,0,947212,2626104,1276478,1349626,94.58,2.77,9662
"96年 10月底","松山區",9.2878,33,0,756,0,76207,210378,100029,110349,90.65,2.76,22651
"96年 10月底","信義區",11.2077,41,0,914,0,84665,228883,111438,117445,94.89,2.70,20422
